order_item_id,order_id,product_id,quantity,unit_price,total_price
ITEMIRNENQ29NOYV,ORDOWY9OSZY6EMF,PRDMHPG0GCTYMLP,1,22559.0,22559.0
ITEMZRV580NCM8SJ,ORDOWY9OSZY6EMF,PRDSDOGLC6C0B01,2,46478.0,92956.0
ITEM4ZEJJWACR95Q,ORDTR3TF1OQNMHC,PRDS4KWZ95HO2AZ,1,23246.0,23246.0
ITEM15EJA4FEUQIA,ORD00ILOMR4JH4P,PRDGZSZT0LQNZ36,1,7560.0,7560.0
ITEMJRCHUJMZXRL9,ORD00ILOMR4JH4P,PRDSDOGLC6C0B01,3,46478.0,139434.0
ITEM4PZKAGYZISD1,ORDTHECTNSEX6W1,PRD5YMLDUXUB90W,2,10454.0,20908.0
ITEMHMIYQUAWQWDL,ORDTHECTNSEX6W1,PRD5AL1FKMYG2JD,3,11627.0,34881.0
ITEMLTV21XGEWZ9X,ORDTHECTNSEX6W1,PRD8HJ6M6L8IMYX,2,33439.0,66878.0
ITEM3PKMQXQN23CT,ORDOB13M9LHUS4W,PRDV5FT4Q0IB7SO,2,4351.0,8702.0
ITEMGOLWEZ6NURJA,ORDOB13M9LHUS4W,PRD8UHWI0NLN7BP,3,15835.0,47505.0
ITEMCK3K3SEYFFEQ,ORDOB13M9LHUS4W,PRD7WGW6G560LEV,1,2218.0,2218.0
ITEMW6KNYG1P96JH,ORDOB13M9LHUS4W,PRDKJTWUSMOJJFA,2,43738.0,87476.0
ITEM5ADCX0K7BP26,ORDSE204W6Z9AH1,PRDLT30WQVY4SU2,2,30016.0,60032.0
ITEMBT0HA29PY6KD,ORDWCUV65GE7RRV,PRDL0ZEE4VOKVQ0,1,37823.0,37823.0
ITEM1T1TGC025XC4,ORDBP7ICHX1O10M,PRDCK5BD55Q7JO0,3,27990.0,83970.0
ITEMKTWQ88HGH9ER,ORDBP7ICHX1O10M,PRDC7M8NUCJEN6W,2,22970.0,45940.0
ITEMHAVBOYHHSAMC,ORDLY2L6YBUJYUF,PRD7THOO4VSCM4U,3,39217.0,117651.0
ITEMICJBHTD80OJW,ORDLY2L6YBUJYUF,PRDLLI16T2C3T9S,2,7787.0,15574.0
ITEM135U6K9L7NL3,ORDLY2L6YBUJYUF,PRD4RKB9L5TTE9R,3,2237.0,6711.0
ITEMPF5AXXEP05TV,ORDEI9VO1S7AOLO,PRD4B1YITHGHOVY,1,20982.0,20982.0
ITEMOR3OYWXYQMJ6,ORDEI9VO1S7AOLO,PRD9XLSM3ST0DD7,3,3797.0,11391.0
ITEMEDCZI8C98N3N,ORDEI9VO1S7AOLO,PRD5ARGQ0GP3Z22,2,26496.0,52992.0
ITEM552UZSHY3W59,ORDEI9VO1S7AOLO,PRDEWXAW98KVGQ7,3,8538.0,25614.0
ITEMRDESJJSO2AIB,ORDUYSN5R05BWJB,PRD5AL1FKMYG2JD,1,11627.0,11627.0
ITEMPG5NHITY8AZS,ORDUYSN5R05BWJB,PRDKTDOG85G56FW,3,47243.0,141729.0
ITEMQX9TW35ZNM5P,ORDNLRG1R2AKTBF,PRD5MUPC9QG4X3C,2,9219.0,18438.0
ITEMD1JLBX7S41DU,ORDNLRG1R2AKTBF,PRDW8J20NA1CAKR,3,34019.0,102057.0
ITEMZS0P931T61K0,ORDNLRG1R2AKTBF,PRDYV76LM82J9P0,3,46546.0,139638.0
ITEMD63207MTA534,ORDZ5UZ0J03Z2G4,PRD5UMEZUUH3YTL,1,16676.0,16676.0
ITEMNRV9TKEM7OB3,ORDZ5UZ0J03Z2G4,PRDKN29FZSRBZEF,3,48699.0,146097.0
ITEMZRPFP9ZKANZO,ORDFD7XBKD9L3GC,PRDDGDPSI9KUEJI,2,3155.0,6310.0
ITEMO3VZL1CPLZE2,ORDK4FQEGAI2IGV,PRDM6Z2H01AKSI7,1,23299.0,23299.0
ITEML148HPEDXO7L,ORDK4FQEGAI2IGV,PRDM6Z2H01AKSI7,3,23299.0,69897.0
ITEMG736S2ARZMR1,ORDK4FQEGAI2IGV,PRDL56OV3JHRKB0,3,18583.0,55749.0
ITEMJTS1HAS2AJ6D,ORDKDL6GA6JHKF8,PRD8613TRDCO3S5,3,32376.0,97128.0
ITEM1JWZN2D8C9PV,ORD9IU49RCHG362,PRDZ5O3493E28ZU,1,2016.0,2016.0
ITEMZK3UQ33MY3QB,ORDJW3RFNZCE1EP,PRDL42YUDTR7M34,3,35729.0,107187.0
ITEMP63FYFTELUCT,ORD5U80MJH2SOVE,PRDUDBVIW2SSX4Y,1,20755.0,20755.0
ITEMS81MVRB1RN9L,ORD5U80MJH2SOVE,PRDNOJPZ1TU7F1M,2,44145.0,88290.0
ITEMCSZZHCXD1QZB,ORD5U80MJH2SOVE,PRDA6KBFQM3KGA5,1,25054.0,25054.0
ITEME8VIRO277BUI,ORD5KEZ1921I8G3,PRDKBIRHLRMVDIQ,1,18925.0,18925.0
ITEMQCZ15NQLXZG5,ORDPN0RZ49TNB4E,PRDAQRFURC42Q7D,3,10874.0,32622.0
ITEMW8UTFZ1X2LMM,ORD25FPG3BGGKSL,PRDZISYA1IUEXDY,3,13529.0,40587.0
ITEMIYW1OEO4YJCK,ORD25FPG3BGGKSL,PRDXO135N4ZZNKK,1,22557.0,22557.0
ITEM5NGBUNF8XMTC,ORDIR3KLVJ34Q2B,PRDI1BITZA72HBF,3,31821.0,95463.0
ITEMQBIM6UUYRAG7,ORDIR3KLVJ34Q2B,PRDUX7XGYDZ3EPR,3,31546.0,94638.0
ITEMTRQYVSN1ZUTU,ORDIR3KLVJ34Q2B,PRDQCRAW2VG6EAL,2,48237.0,96474.0
ITEMCD23H5JID9QE,ORDIQ4U91S0CDOA,PRDBUABG3M8SCFA,1,36944.0,36944.0
ITEMLGWFN3LOGFKG,ORDV9DZKDLP4GFF,PRDIG1H5NW7NFXB,2,36452.0,72904.0
ITEMYEOANURO9JNH,ORDV9DZKDLP4GFF,PRDH119L56YJDA3,2,17182.0,34364.0
ITEMOP2PDMHPXVD4,ORDV9DZKDLP4GFF,PRD9CDWAQEFUMCL,1,17267.0,17267.0
ITEMHXUE9AI9T8IY,ORDV9DZKDLP4GFF,PRDCIT9HYRLCUFX,2,15418.0,30836.0
ITEMYCZTNSH17PJ7,ORD6SNB8H5FDU4B,PRDQRP87CMCDO8H,2,4356.0,8712.0
ITEMPM2912N7GF39,ORD05XNY7W134IO,PRD0YGSG6NP7JNU,1,21478.0,21478.0
ITEMC5ACN293UKT4,ORD05XNY7W134IO,PRD8T3HUIOCOIGH,3,12000.0,36000.0
ITEMXZPZL5J332P8,ORD05XNY7W134IO,PRD15WF5X2W08WI,2,1916.0,3832.0
ITEMCNTJI6CY834Q,ORD05XNY7W134IO,PRDN0AVUO99MEAZ,2,27401.0,54802.0
ITEMDXW53U0R8440,ORDMRD0WWN02YJI,PRDCGBCAHI90KUV,2,36746.0,73492.0
ITEMKCN9BO7LAINR,ORDMRD0WWN02YJI,PRD6136FALWZ104,2,39850.0,79700.0
ITEM4LXW7R9VR9Y6,ORDMRD0WWN02YJI,PRD6IJYB7YYRDHF,3,4268.0,12804.0
ITEMMNWHV2BG9U5M,ORD98QOI2D3PI7E,PRD2GG6RWA2Y1OW,3,41511.0,124533.0
ITEMQ06D0R6UL46N,ORD98QOI2D3PI7E,PRD7NTD5VN7UY3J,1,48606.0,48606.0
ITEM43HQAUX2BJ52,ORD0DDFH3B6XUEV,PRDDU3ZTYFZNRD0,2,9901.0,19802.0
ITEMELY947TN078X,ORD0DDFH3B6XUEV,PRDAIS4J3F2N4DL,3,14143.0,42429.0
ITEMLJY7C0RP337M,ORD0DDFH3B6XUEV,PRD20KOOOIMGCV2,2,27864.0,55728.0
ITEMB2ED40KEPBFB,ORD0DDFH3B6XUEV,PRD7RSQLIA1TEU6,3,30592.0,91776.0
ITEM28VZ673V2L2D,ORDMKMJ7ZIFL8YT,PRDBO6OB4KM8OF8,2,31043.0,62086.0
ITEM71HSI9OQATH3,ORDMKMJ7ZIFL8YT,PRD3UE9FJCRAYGV,3,11952.0,35856.0
ITEMQHGNZ71SY736,ORDMKMJ7ZIFL8YT,PRDB2SB7CKY8ZMF,1,45449.0,45449.0
ITEMVG5P9KHOLKUA,ORDRVGBBUB58CNI,PRDSFQFW4FWGPBC,1,34348.0,34348.0
ITEMGNJHVLMLNE62,ORDRVGBBUB58CNI,PRDIONM1MHEHS3J,1,48520.0,48520.0
ITEM4RFGKAQ0PH7I,ORDHY18OWQL6ABC,PRDYXJQP3CYBXNR,3,21258.0,63774.0
ITEM2B2XIZTY0FEI,ORDHY18OWQL6ABC,PRDL77AYZBSJBLE,1,48845.0,48845.0
ITEMONXHALSY6OR8,ORDHY18OWQL6ABC,PRD64BHP19PA9KO,2,8246.0,16492.0
ITEMBA97EK65JST2,ORDHY18OWQL6ABC,PRDBVQ5BPEKJHC8,2,43034.0,86068.0
ITEMZ9IUET2FX296,ORDN0BZVQDBXIS9,PRD5T600BXKLUT7,1,41744.0,41744.0
ITEMU75T5MTERDHV,ORDN0BZVQDBXIS9,PRDI1BITZA72HBF,3,31821.0,95463.0
ITEMD3OV1FHX3RQF,ORD6B9EH8Z0WCPI,PRDI7A8K61VQ2HF,2,38230.0,76460.0
ITEMK286DQLNVS0Z,ORD6B9EH8Z0WCPI,PRDU6PQPTZDNXLQ,3,43265.0,129795.0
ITEM3LB7VN81MXWC,ORD6B9EH8Z0WCPI,PRD2HQMIAP4FTA2,2,7302.0,14604.0
ITEMU3579XHW8PN5,ORDHPXLZ606F9AN,PRDCZGWE1HUKDNG,2,5589.0,11178.0
ITEM1LKZ3GQNQJVM,ORDHPXLZ606F9AN,PRDR8JGEKE5RCAW,2,24738.0,49476.0
ITEMQEVXA29CFN62,ORDHPXLZ606F9AN,PRDU6PQPTZDNXLQ,1,43265.0,43265.0
ITEM366DVGSQ8EGB,ORDHPXLZ606F9AN,PRDV5FT4Q0IB7SO,2,4351.0,8702.0
ITEMGPR42OOKLF3U,ORDA51ZS4IQUDP6,PRDYXJQP3CYBXNR,3,21258.0,63774.0
ITEM9UTRY9ZVIIVO,ORDA51ZS4IQUDP6,PRD4B1YITHGHOVY,1,20982.0,20982.0
ITEMZ8X9CSY5Y8P6,ORDA51ZS4IQUDP6,PRDSXNU8FQP2JZT,1,8137.0,8137.0
ITEMKKVHNFDVZZVN,ORDAQG34JDPF4WW,PRDUIVJASVVD9ZR,3,6117.0,18351.0
ITEMW6WBWFJ802E2,ORDAQG34JDPF4WW,PRDAIOSB4O4H28V,3,100.0,300.0
ITEMYVQ1LJABTL9H,ORD1APCXQKBVVLU,PRDP5EEFLG08VLD,2,8666.0,17332.0
ITEMFH8N7N7SC0QJ,ORD1APCXQKBVVLU,PRD3ZZVN1CGG8AI,1,28591.0,28591.0
ITEMX6NQBEF54G96,ORD7E7ERN7FCCX9,PRDW2I92SPIZK7F,2,40698.0,81396.0
ITEMXHISM1681Y1A,ORD7E7ERN7FCCX9,PRD3ZZVN1CGG8AI,3,28591.0,85773.0
ITEMS8HB6DRAJK0S,ORD7E7ERN7FCCX9,PRD6FI5S8UMN2QN,2,21397.0,42794.0
ITEMW8VLZE07SZAR,ORDJ2DIU7E7E7KI,PRDKN29FZSRBZEF,3,48699.0,146097.0
ITEM7V17XPFINAH4,ORDJ2DIU7E7E7KI,PRDT9JC4QRH051G,1,16364.0,16364.0
ITEMR2PT080RWJU7,ORDJ2DIU7E7E7KI,PRDEPTD4RBH5B5E,1,14628.0,14628.0
ITEMC54BJYN3PV7T,ORDCNQABEDE84SS,PRD57CN6263Q23G,1,41836.0,41836.0
ITEM3JD1R6S4PEAL,ORDCNQABEDE84SS,PRDLDYB6ES092OL,3,20742.0,62226.0
ITEMUM2HG02TV9IK,ORDCNQABEDE84SS,PRDDY4LLK7N1OCF,3,40582.0,121746.0
ITEMWZH7XH5PH0DH,ORDDWB3X4KQ1JLN,PRD4ALE670X75Z7,3,6211.0,18633.0
ITEM19H6RBFU4WLC,ORD8ZGC8UXLGSP7,PRDLDYB6ES092OL,3,20742.0,62226.0
ITEMGMJMPQSW4GEG,ORD8ZGC8UXLGSP7,PRDDZC99I7I7AWG,1,48636.0,48636.0
ITEM19N51WAJFRRE,ORD8ZGC8UXLGSP7,PRD7KGUPNFIH3VC,3,25080.0,75240.0
ITEM2FE9EUWUIXCJ,ORD5BY2PTU3CPEL,PRD2CRWCQN4VFXI,3,299.0,897.0
ITEM42ZC476NUGGB,ORD5BY2PTU3CPEL,PRDZNVUF6EOP8IZ,1,1638.0,1638.0
ITEMUIWIP290FT9R,ORD5BY2PTU3CPEL,PRDQ75LVAAQ4W1S,2,49471.0,98942.0
ITEMDKI1NDERLEDA,ORD5BY2PTU3CPEL,PRDG3ISQB0J54OQ,1,11971.0,11971.0
ITEMQLKWH9TTUU6B,ORDQVEM60RC5UG8,PRDWTY5BWI124YN,2,7524.0,15048.0
ITEM2VKN8Z1YBMDV,ORDQVEM60RC5UG8,PRDUIVJASVVD9ZR,3,6117.0,18351.0
ITEMG1ZD6YUBA30J,ORDQVEM60RC5UG8,PRDJ05EIZ649LG2,2,38177.0,76354.0
ITEM0H08LBJFVP3V,ORDQVEM60RC5UG8,PRDSQ1H4BG0MIQB,3,8180.0,24540.0
ITEM4Z56WI072CUQ,ORDO55XQ7K2GTAE,PRDJKCJUFFVIUR9,1,9952.0,9952.0
ITEMLME9W03AR30R,ORDO55XQ7K2GTAE,PRD6RKG6Y3WYFKO,3,35704.0,107112.0
ITEMHB3R82D1MPFR,ORDO55XQ7K2GTAE,PRDZW74HV56FVM5,2,35605.0,71210.0
ITEMNUXSBKMVQYAG,ORDO55XQ7K2GTAE,PRDL77AYZBSJBLE,1,48845.0,48845.0
ITEMVMHTHZFRH4R0,ORDGJEFN05Z7Y0F,PRDMDO37IH9LEVS,1,46180.0,46180.0
ITEMG3MKKWD36FVR,ORDGJEFN05Z7Y0F,PRD1OQ6AHWYOPNV,3,12782.0,38346.0
ITEMQU8LKRPEXMS3,ORDGJEFN05Z7Y0F,PRD20KOOOIMGCV2,1,27864.0,27864.0
ITEMINU6KPIJYZJI,ORDAS54Y5D52YFW,PRDXO135N4ZZNKK,1,22557.0,22557.0
ITEMDO6NB18SKPGA,ORD9U0IZ2D1QBCD,PRDSXNU8FQP2JZT,3,8137.0,24411.0
ITEMJT9M8M81VROB,ORD9U0IZ2D1QBCD,PRD2HQMIAP4FTA2,3,7302.0,21906.0
ITEMEOB3V3VF80BW,ORDPX0CLXJUYCOH,PRDZ21SVXFIN2VS,3,34109.0,102327.0
ITEMGF191IJBODUP,ORDN23Z2G7LN871,PRDX40805YQSAON,3,11354.0,34062.0
ITEMXV79HMHPXDPT,ORDNEM5ON4XIFOF,PRDSE7T8SWAWD03,3,36525.0,109575.0
ITEMX7EZAO97ZEKG,ORDNEM5ON4XIFOF,PRD1DMH1XBX2Z80,1,48946.0,48946.0
ITEMZ9BPSTVG40QG,ORDNEM5ON4XIFOF,PRDDSFZXSG5JTDY,3,4606.0,13818.0
ITEML5W928RS15ZO,ORDFXDIV2ZVYYH8,PRDNUZ8MBXYBJZS,2,24993.0,49986.0
ITEMGAHQLR5GJ7CO,ORDFXDIV2ZVYYH8,PRDCTHTG0XV7YEU,1,16872.0,16872.0
ITEMKKHW1MQCWZAJ,ORDFXDIV2ZVYYH8,PRDRI1D8TU2IMZS,2,19666.0,39332.0
ITEMQBU8BPPDWV5B,ORDFXDIV2ZVYYH8,PRDQMC8W0DG3WRV,1,7936.0,7936.0
ITEMZYRHKHEI6498,ORD69QPBY5YUVGD,PRD15WF5X2W08WI,2,1916.0,3832.0
ITEMSQQ73UV0ASND,ORD69QPBY5YUVGD,PRDONV0EG6J1D00,2,31194.0,62388.0
ITEMFAUFU0Z271AC,ORDTD3RH9BVYHY8,PRDLT30WQVY4SU2,2,30016.0,60032.0
ITEM43D9KXAPMEOK,ORDTD3RH9BVYHY8,PRDI13GOJ9KQ2R0,2,33336.0,66672.0
ITEMZ1TBR77FS4Q0,ORDTD3RH9BVYHY8,PRD2W9KCJBAOCTA,2,38304.0,76608.0
ITEMT4QV0QYZJD7A,ORDTD3RH9BVYHY8,PRDG3ISQB0J54OQ,3,11971.0,35913.0
ITEMNURJMPEM7ZYY,ORDGMBI4D1YSRKW,PRDIWBIDPMOTYKB,3,14746.0,44238.0
ITEM343IXH17AQIN,ORDGMBI4D1YSRKW,PRD5AL1FKMYG2JD,1,11627.0,11627.0
ITEMMFD82CP987YP,ORDAOB628TXSMCP,PRDN8XPUKL619D8,2,20818.0,41636.0
ITEMK9VOJ8FXZXLA,ORDYBENES4W4KQZ,PRDL42YUDTR7M34,3,35729.0,107187.0
ITEMXQ7D1LOPFRJM,ORDYBENES4W4KQZ,PRDLVLIHV0NHRQC,2,5884.0,11768.0
ITEM4CE9JIRKU8QK,ORDYBENES4W4KQZ,PRDQHIAU5S8AB5P,1,693.0,693.0
ITEM5C3KUUMW159E,ORDYBENES4W4KQZ,PRDQCRAW2VG6EAL,2,48237.0,96474.0
ITEMT7HKCJFOXGL0,ORDXU7Y7O341K8S,PRDHFQ189DHGH8M,1,44333.0,44333.0
ITEM1FLDLSQPIBM9,ORDSIUMYAVHK95G,PRDUDBVIW2SSX4Y,3,20755.0,62265.0
ITEMKWP72BTFIKBT,ORDSIUMYAVHK95G,PRDQMC8W0DG3WRV,3,7936.0,23808.0
ITEMXCBX1O3LLWH2,ORDSIUMYAVHK95G,PRDQYVA1HHEU6ED,1,27315.0,27315.0
ITEMAV2MOE9KZ892,ORD87R5Z34D9NDS,PRDNMB3ODGQ1Y1I,1,49898.0,49898.0
ITEMHTNL5XUDLH8B,ORD87R5Z34D9NDS,PRD4B1YITHGHOVY,1,20982.0,20982.0
ITEMRGI0NSQU1C0V,ORDW6KG193U91WX,PRDN0AVUO99MEAZ,2,27401.0,54802.0
ITEMO0YR6XH42PQ3,ORD1WYRO5UP977N,PRD5ZS28158TIO6,2,8227.0,16454.0
ITEMQSGM3RGFT9MP,ORD1WYRO5UP977N,PRDM17U6NBVDYKW,3,47669.0,143007.0
ITEM1FPSPA3C2KTM,ORD1WYRO5UP977N,PRDJQMCWTNEQOG9,2,30865.0,61730.0
ITEMVP10WPP96TSV,ORD7CCPQLJWCWWD,PRDBOR1ES3403V0,2,570.0,1140.0
ITEM79IX7W6OHNMF,ORD7CCPQLJWCWWD,PRDJE7LQ4JX1DSO,2,48713.0,97426.0
ITEMJI180B33HRRP,ORDPZWH2HR4ID10,PRD4A1LJRX455PQ,2,35916.0,71832.0
ITEML391GC4HD358,ORDDTVECYU363LJ,PRDEXY1OC1URLRD,1,6910.0,6910.0
ITEMH4IW7W67D3CX,ORDYML28L5YUGC2,PRD5SLBOT6W5JQX,1,40023.0,40023.0
ITEMLSGX44B6ZEZJ,ORD2HQ1OVNIDGY8,PRD0880AUF55OCH,1,45051.0,45051.0
ITEMOMJ1FKAIKH8J,ORD2HQ1OVNIDGY8,PRDE6TC6Z5HN1V5,1,9892.0,9892.0
ITEMA8V88B60JJTF,ORD2HQ1OVNIDGY8,PRDTIXB4SAK5C5V,1,7053.0,7053.0
ITEMSG3X2EBQN8UF,ORD2HQ1OVNIDGY8,PRD1XPG8CAD4UB7,1,41148.0,41148.0
ITEMF4FCWIBHYNQH,ORDHG0EALEKJUSQ,PRDUX7XGYDZ3EPR,1,31546.0,31546.0
ITEMDNA5ZMZ62T53,ORDHG0EALEKJUSQ,PRD57CN6263Q23G,2,41836.0,83672.0
ITEMVJNCHS342RVR,ORDHG0EALEKJUSQ,PRDEIMF6F5LE1NX,2,12331.0,24662.0
ITEMM8O0YJ2IVT0R,ORDF01DWUITSAU4,PRDEF5HQDYVHYG0,2,19931.0,39862.0
ITEM23KBD37C08DZ,ORD16ISOJS8V6WR,PRDMHPG0GCTYMLP,3,22559.0,67677.0
ITEMPCL7DLKW9G3L,ORD16ISOJS8V6WR,PRDPT0T8EYZKSY9,1,12751.0,12751.0
ITEMX1FTIUYY6NLP,ORDYT7PLOWSQBXN,PRDSQ1H4BG0MIQB,1,8180.0,8180.0
ITEMWJO92EY5XK4O,ORDYT7PLOWSQBXN,PRD0FPTXHMIK7DJ,2,12747.0,25494.0
ITEMSMQHHI9BZA3Z,ORDZWTFSU4VAOCA,PRDYHHSXEONOXS3,3,30250.0,90750.0
ITEMR0NSAXC3CARN,ORDZWTFSU4VAOCA,PRD7MR40YKCTIXM,3,44335.0,133005.0
ITEMICYRK367ITRS,ORD1TJEXNF1G3IP,PRDNAR8YI3UB3CY,1,40974.0,40974.0
ITEMMJB5W8IZ80YE,ORDVTQX6ERAGIYI,PRDEPTD4RBH5B5E,3,14628.0,43884.0
ITEM96XOM94C54BA,ORDVTQX6ERAGIYI,PRDEXY1OC1URLRD,1,6910.0,6910.0
ITEM5K6R6YZK2OSS,ORDVTQX6ERAGIYI,PRD7FPFLDSKHLXH,1,45069.0,45069.0
ITEMUXMY2RMVXM93,ORDVTQX6ERAGIYI,PRDQIKTN3IYUYCV,3,43797.0,131391.0
ITEM8FR9G6M8HFWU,ORDXKGD91H9U18R,PRD7ZCDBW83M17L,2,23921.0,47842.0
ITEMJCRT6NF11ZJ3,ORDXKGD91H9U18R,PRDLSD52TYPIGKD,2,13050.0,26100.0
ITEMYF1Z74WQUIN0,ORDXKGD91H9U18R,PRDLVLIHV0NHRQC,3,5884.0,17652.0
ITEMZAY3N6GVIKFJ,ORDXKGD91H9U18R,PRD4PHB0BT5MAV8,2,44156.0,88312.0
ITEMN4L2FK8THYO8,ORDYLUOE7J5D0U6,PRDTBXJ2EN60CY3,2,39123.0,78246.0
ITEM6WGV5ANGJE58,ORDYLUOE7J5D0U6,PRDAPQ7OCJCZPS7,3,9445.0,28335.0
ITEMBLTAVER8G69J,ORDYLUOE7J5D0U6,PRDA26K9PS96N49,3,34872.0,104616.0
